Rodada,Data,Partida,Mais seguro|mercado,Mais seguro|prob,Mais seguro|conf,"Odd ~1,5|mercado","Odd ~1,5|prob","Odd ~1,5|conf","Odd ~2,0|mercado","Odd ~2,0|prob","Odd ~2,0|conf","Odd ~3,0|mercado","Odd ~3,0|prob","Odd ~3,0|conf"
31,2026-10-18,Gremio x Cruzeiro,"Mais de 0,5 gol",0.9063631833450921,Alta,Casa ou empate (1X),0.6739618785109596,Alta,Multi-gols 1-2,0.4886563310946994,Alta,Multi-gols 3-4,0.3277587427032584,Alta
31,2026-10-18,Mirassol x Internacional,"Mais de 0,5 gol",0.9268138141008538,Alta,Multi-gols 1-3,0.6637660302404381,Alta,Empate ou fora (X2),0.500647135573281,Alta,"Mais de 5,5 cartões",0.31617112414669957,Média
31,2026-10-18,Remo x Bragantino,"Mais de 0,5 gol",0.9342036722830146,Alta,Multi-gols 1-3,0.648392714784873,Alta,"Mais de 2,5 gols",0.50626798943668,Alta,Vitória do visitante,0.3674098540674523,Alta
31,2026-10-18,Sao Paulo x Vasco,"Mais de 0,5 gol",0.9248371845608396,Alta,Multi-gols 1-3,0.6673402480253005,Alta,Ambas marcam - NÃO,0.514043668639012,Média,Multi-gols 3-4,0.35565135517200014,Alta
32,2026-10-25,Chapecoense-SC x Fluminense,"Mais de 0,5 gol",0.9247779210034369,Alta,Multi-gols 1-3,0.6676373152943877,Alta,Ambas marcam - SIM,0.5063177157945625,Média,"Mais de 10,5 escanteios",0.3449325212130958,Média
32,2026-10-25,Coritiba x Gremio,"Mais de 0,5 gol",0.9383987665145217,Alta,Multi-gols 1-3,0.6382490780252498,Alta,Multi-gols 3-6,0.49902399140629194,Alta,"Mais de 10,5 escanteios",0.32505206947074494,Média
32,2026-10-25,Cruzeiro x Remo,"Mais de 0,5 gol",0.9362932254350115,Alta,"Mais de 3,5 cartões",0.6527503922612643,Média,Multi-gols 3-6,0.49305098410009957,Alta,"Mais de 5,5 cartões",0.3095873051883321,Média
32,2026-10-25,Flamengo RJ x Atletico-MG,"Mais de 0,5 gol",0.9376699898294486,Alta,Multi-gols 1-3,0.639327000813035,Alta,Multi-gols 3-6,0.49738292430901876,Alta,Empate ou fora (X2),0.37097047097211544,Alta
32,2026-10-25,Internacional x Botafogo RJ,"Mais de 0,5 gol",0.9152918560631158,Alta,Multi-gols 2-5,0.6621543710346026,Alta,Ambas marcam - NÃO,0.5069166057432621,Média,"Mais de 10,5 escanteios",0.33562799533536447,Média
32,2026-10-25,Mirassol x Sao Paulo,"Mais de 0,5 gol",0.9169047792164581,Alta,"Mais de 3,5 cartões",0.6677933175684874,Média,"Mais de 4,5 cartões",0.4891314962379838,Média,"Mais de 5,5 cartões",0.3254247256882855,Média
32,2026-10-25,Palmeiras x Bragantino,"Mais de 0,5 gol",0.9310163827644067,Alta,Vitória do mandante,0.6617644997135775,Alta,"Menos de 2,5 gols",0.5041347469403028,Alta,Empate ou fora (X2),0.3382355002864227,Alta
32,2026-10-25,Santos x Bahia,"Mais de 0,5 gol",0.9346274448242433,Alta,"Mais de 8,5 escanteios",0.6556276553109084,Média,"Mais de 2,5 gols",0.507907788698148,Alta,Multi-gols 3-4,0.36988302206198326,Alta
32,2026-10-25,Vasco x Corinthians,"Mais de 0,5 gol",0.9170679970752146,Alta,Multi-gols 2-5,0.66518875610326,Alta,Ambas marcam - NÃO,0.500900069145565,Média,Multi-gols 3-4,0.3438393083922869,Alta
32,2026-10-25,Vitoria x Athletico-PR,"Mais de 0,5 gol",0.9021681879470514,Alta,"Mais de 1,5 gols",0.6696013178785798,Alta,Multi-gols 1-2,0.49589092640783583,Alta,Multi-gols 0-1,0.3303986821214201,Alta
33,2026-10-28,Atletico-MG x Cruzeiro,"Mais de 0,5 gol",0.8982616344535481,Alta,"Mais de 1,5 gols",0.6607266056362339,Alta,Multi-gols 1-2,0.5021677412360668,Alta,Multi-gols 0-1,0.3392733943637659,Alta
33,2026-10-28,Bahia x Sao Paulo,"Mais de 0,5 gol",0.9130373530226109,Alta,"Mais de 8,5 escanteios",0.6598422658506207,Média,Ambas marcam - NÃO,0.5171985619144722,Média,Multi-gols 3-4,0.33780974056686097,Alta
33,2026-10-28,Bragantino x Chapecoense-SC,"Mais de 0,5 gol",0.9448193115607769,Alta,Multi-gols 0-3,0.6748091269150157,Alta,Ambas marcam - NÃO,0.5065936277632896,Média,"Mais de 3,5 gols",0.32519087308498423,Alta
33,2026-10-28,Corinthians x Mirassol,"Mais de 0,5 gol",0.913981413697068,Alta,Multi-gols 2-5,0.6599059578513538,Alta,"Mais de 10,5 escanteios",0.4926316309765042,Média,Multi-gols 3-4,0.3392112781914166,Alta
33,2026-10-28,Coritiba x Vitoria,"Mais de 0,5 gol",0.9287130209390873,Alta,Multi-gols 1-3,0.6601165087841201,Alta,"Menos de 2,5 gols",0.5131452436516822,Alta,Multi-gols 3-4,0.36127754245487353,Alta
33,2026-10-28,Fluminense x Internacional,"Mais de 0,5 gol",0.9080393925214776,Alta,"Mais de 1,5 gols",0.6836105521886714,Alta,Empate ou fora (X2),0.5112439693254238,Alta,Multi-gols 3-4,0.3303613393660685,Alta
33,2026-10-28,Gremio x Athletico-PR,"Mais de 0,5 gol",0.9172406916121028,Alta,Multi-gols 2-5,0.665504779007552,Alta,Ambas marcam - NÃO,0.5026647601956581,Média,Multi-gols 3-4,0.3441104876541158,Alta
33,2026-10-28,Remo x Botafogo RJ,"Mais de 0,5 gol",0.9377760473122589,Alta,"Mais de 8,5 escanteios",0.6587997154902665,Média,Multi-gols 3-6,0.4970622011198431,Alta,Vitória do mandante,0.31548797223504627,Alta
33,2026-10-28,Santos x Palmeiras,"Mais de 0,5 gol",0.9176702396510314,Alta,Multi-gols 2-5,0.6663130030264967,Alta,Ambas marcam - NÃO,0.5095735027571877,Média,Multi-gols 3-4,0.34479775718032035,Alta
33,2026-10-28,Vasco x Flamengo RJ,"Mais de 0,5 gol",0.9436820396490605,Alta,Multi-gols 0-3,0.6799761706323048,Alta,Multi-gols 3-6,0.5165805780191456,Alta,"Mais de 3,5 gols",0.32002382936769547,Alta
34,2026-11-04,Athletico-PR x Vasco,"Mais de 0,5 gol",0.9346499292457038,Alta,Multi-gols 1-3,0.6469575375134431,Alta,Ambas marcam - SIM,0.5081990658733141,Média,"Mais de 10,5 escanteios",0.3576614688460674,Média
34,2026-11-04,Botafogo RJ x Atletico-MG,"Mais de 0,5 gol",0.9209653580342939,Alta,Multi-gols 2-5,0.6719412098742621,Alta,Ambas marcam - NÃO,0.5058881938509482,Média,"Mais de 10,5 escanteios",0.33532352201214966,Média
34,2026-11-04,Bragantino x Santos,"Mais de 0,5 gol",0.9277549143792899,Alta,Multi-gols 1-3,0.6619705712381225,Alta,Ambas marcam - SIM,0.5136693279117939,Média,Multi-gols 3-4,0.3598892427161306,Alta
34,2026-11-04,Chapecoense-SC x Mirassol,"Mais de 0,5 gol",0.941311896190625,Alta,Multi-gols 0-3,0.6890987927589305,Alta,Multi-gols 3-6,0.5086489763224356,Alta,"Mais de 3,5 gols",0.3109012072410695,Alta
34,2026-11-04,Cruzeiro x Bahia,"Mais de 0,5 gol",0.9174042733304892,Alta,Multi-gols 2-5,0.6659811371300927,Alta,Vitória do mandante,0.5145489771548029,Alta,Multi-gols 3-4,0.3444657390366016,Alta
34,2026-11-04,Flamengo RJ x Gremio,"Mais de 0,5 gol",0.9497605283713273,Alta,Multi-gols 0-3,0.6539218810211768,Alta,"Mais de 9,5 escanteios",0.4917998588966124,Média,"Mais de 3,5 gols",0.3460781189788231,Alta
34,2026-11-04,Internacional x Coritiba,"Mais de 0,5 gol",0.9393034393334943,Alta,"Mais de 8,5 escanteios",0.6898636363893816,Média,Multi-gols 3-6,0.5024823762564389,Alta,"Mais de 5,5 cartões",0.366500447002014,Média
34,2026-11-04,Palmeiras x Remo,"Mais de 0,5 gol",0.9576640039176209,Alta,"Mais de 10,5 escanteios",0.6886266479606107,Média,Multi-gols 3-5,0.5090395102924004,Alta,Multi-gols 1-2,0.34970893442440387,Alta
34,2026-11-04,Sao Paulo x Corinthians,"Mais de 0,5 gol",0.8853504441912485,Alta,"Mais de 8,5 escanteios",0.6507721059301069,Média,Multi-gols 1-2,0.5207763661590524,Alta,Multi-gols 3-5,0.341848638064622,Alta
34,2026-11-04,Vitoria x Fluminense,"Mais de 0,5 gol",0.9013078467899168,Alta,"Mais de 1,5 gols",0.667619277250293,Alta,Multi-gols 1-2,0.4973145112059185,Alta,Multi-gols 0-1,0.33238072274970704,Alta
35,2026-11-18,Corinthians x Botafogo RJ,"Mais de 0,5 gol",0.9044969254827483,Alta,"Mais de 1,5 gols",0.6750586773190682,Alta,Multi-gols 1-2,0.4919059617184296,Alta,Multi-gols 3-4,0.3249818673448523,Alta
35,2026-11-18,Coritiba x Santos,"Mais de 0,5 gol",0.9401537930334433,Alta,Casa ou empate (1X),0.6460807739019305,Alta,Multi-gols 3-6,0.5047165462224592,Alta,Vitória do visitante,0.35391922609806975,Alta
35,2026-11-18,Cruzeiro x Palmeiras,"Mais de 0,5 gol",0.8895835682425097,Alta,Empate ou fora (X2),0.6723126099295211,Alta,"Mais de 10,5 escanteios",0.4897592723152855,Média,Vitória do mandante,0.3276873900704788,Alta
35,2026-11-18,Flamengo RJ x Athletico-PR,"Mais de 0,5 gol",0.9364772135688554,Alta,"Mais de 8,5 escanteios",0.6584065006713127,Média,Multi-gols 3-6,0.49360993997946984,Alta,Empate ou fora (X2),0.36618263806767426,Alta
35,2026-11-18,Gremio x Bahia,"Mais de 0,5 gol",0.9331896868797858,Alta,"Mais de 4,5 cartões",0.6731602741225845,Média,"Mais de 2,5 gols",0.5026760635963365,Alta,"Mais de 10,5 escanteios",0.35419394637161994,Média
35,2026-11-18,Mirassol x Atletico-MG,"Mais de 0,5 gol",0.9279165936623313,Alta,Multi-gols 1-3,0.6616738458340522,Alta,"Mais de 10,5 escanteios",0.5097133967742214,Média,"Mais de 5,5 cartões",0.3105692688532129,Média
35,2026-11-18,Remo x Chapecoense-SC,"Mais de 0,5 gol",0.9494466504389962,Alta,Multi-gols 0-3,0.6560546399919461,Alta,"Mais de 10,5 escanteios",0.4899530397002252,Média,"Mais de 3,5 gols",0.3439453600080538,Alta
35,2026-11-18,Sao Paulo x Fluminense,"Mais de 0,5 gol",0.8941620628848801,Alta,"Mais de 1,5 gols",0.6514753733674087,Alta,"Mais de 9,5 escanteios",0.5037589048789965,Média,Multi-gols 0-1,0.3485246266325911,Alta
35,2026-11-18,Vasco x Internacional,"Mais de 0,5 gol",0.9265790718777484,Alta,Multi-gols 1-3,0.6643832157519998,Alta,"Menos de 2,5 gols",0.5205126001980018,Alta,Vitória do visitante,0.3303904397983085,Alta
35,2026-11-18,Vitoria x Bragantino,"Mais de 0,5 gol",0.9092738740136386,Alta,Casa ou empate (1X),0.6590773893589474,Alta,Ambas marcam - NÃO,0.5173847056067529,Média,Multi-gols 3-4,0.3321109883265104,Alta
36,2026-11-22,Athletico-PR x Remo,"Mais de 0,5 gol",0.9415541282325202,Alta,Multi-gols 0-3,0.687632553823219,Alta,Ambas marcam - SIM,0.5010737565404222,Média,"Mais de 3,5 gols",0.3123674461767811,Alta
36,2026-11-22,Atletico-MG x Corinthians,"Mais de 0,5 gol",0.9009172887548317,Alta,"Mais de 1,5 gols",0.6669518560233042,Alta,Multi-gols 1-2,0.49777127891417916,Alta,Multi-gols 0-1,0.33304814397669547,Alta
36,2026-11-22,Bahia x Coritiba,"Mais de 0,5 gol",0.9514594403645745,Alta,Multi-gols 0-3,0.6468828924348756,Alta,Multi-gols 3-5,0.4930908814137191,Alta,"Mais de 3,5 gols",0.35311710756512404,Alta
36,2026-11-22,Botafogo RJ x Sao Paulo,"Mais de 0,5 gol",0.9094963536942219,Alta,Multi-gols 2-5,0.6522533226521006,Alta,Empate ou fora (X2),0.5046352755822139,Alta,Multi-gols 3-4,0.3325542607551625,Alta
36,2026-11-22,Bragantino x Vasco,"Mais de 0,5 gol",0.937378737146411,Alta,"Mais de 3,5 cartões",0.6817893007757754,Média,Multi-gols 3-6,0.49599979360513147,Alta,"Mais de 5,5 cartões",0.34070756875083197,Média
36,2026-11-22,Chapecoense-SC x Cruzeiro,"Mais de 0,5 gol",0.9170766529692136,Alta,Multi-gols 2-5,0.6653508028514116,Alta,Casa ou empate (1X),0.5094817505338696,Alta,Multi-gols 3-4,0.3439340223969269,Alta
36,2026-11-22,Fluminense x Mirassol,"Mais de 0,5 gol",0.9249823893392058,Alta,Multi-gols 1-3,0.6672749839303466,Alta,Ambas marcam - SIM,0.5083465514264941,Média,Multi-gols 3-4,0.3557611883399256,Alta
36,2026-11-22,Internacional x Vitoria,"Mais de 0,5 gol",0.913714273984516,Alta,Multi-gols 2-5,0.6598223595429112,Alta,"Mais de 5,5 cartões",0.4760841541783831,Média,Multi-gols 3-4,0.3390180148437125,Alta
36,2026-11-22,Palmeiras x Flamengo RJ,"Mais de 0,5 gol",0.9196376486010531,Alta,Multi-gols 2-5,0.6696637340137083,Alta,Ambas marcam - NÃO,0.5052345585904601,Média,Multi-gols 3-4,0.347757962863488,Alta
36,2026-11-22,Santos x Gremio,"Mais de 0,5 gol",0.931069393912036,Alta,"Mais de 4,5 cartões",0.6707350654249459,Média,"Menos de 2,5 gols",0.5048980739211366,Alta,Multi-gols 3-4,0.36474327033518833,Alta
37,2026-11-29,Atletico-MG x Vasco,"Mais de 0,5 gol",0.9372471459942899,Alta,"Mais de 3,5 cartões",0.6409298510440027,Média,Multi-gols 3-6,0.4957441253638742,Alta,"Mais de 10,5 escanteios",0.3381878545444166,Média
37,2026-11-29,Botafogo RJ x Bahia,"Mais de 0,5 gol",0.9354936946315577,Alta,"Mais de 4,5 cartões",0.6546874233090112,Média,"Mais de 5,5 cartões",0.4952519277303289,Média,"Mais de 10,5 escanteios",0.34882898542387786,Média
37,2026-11-29,Chapecoense-SC x Palmeiras,"Mais de 0,5 gol",0.9356867906340426,Alta,Multi-gols 1-3,0.6441402077345192,Alta,Multi-gols 3-6,0.4911100903186444,Alta,Casa ou empate (1X),0.36613829140340587,Alta
37,2026-11-29,Corinthians x Gremio,"Mais de 0,5 gol",0.9093248105574627,Alta,Multi-gols 2-5,0.6519004953454461,Alta,Multi-gols 1-2,0.4831523519149781,Alta,Multi-gols 3-4,0.33226815285901456,Alta
37,2026-11-29,Coritiba x Flamengo RJ,"Mais de 0,5 gol",0.9486708157978897,Alta,Multi-gols 0-3,0.6593473630105178,Alta,"Mais de 9,5 escanteios",0.5141772914250055,Média,"Mais de 3,5 gols",0.34065263698948217,Alta
37,2026-11-29,Fluminense x Cruzeiro,"Mais de 0,5 gol",0.8948086879816621,Alta,"Mais de 1,5 gols",0.6529362247673769,Alta,Multi-gols 1-2,0.5074913293087447,Alta,Multi-gols 0-1,0.3470637752326232,Alta
37,2026-11-29,Internacional x Bragantino,"Mais de 0,5 gol",0.9151993100770702,Alta,Multi-gols 2-5,0.6621202610543566,Alta,"Mais de 10,5 escanteios",0.5045002594118597,Média,Multi-gols 3-4,0.34110552253263626,Alta
37,2026-11-29,Mirassol x Athletico-PR,"Mais de 0,5 gol",0.9261239145352618,Alta,Multi-gols 1-3,0.6651281456121751,Alta,Ambas marcam - SIM,0.5099625104214345,Média,Multi-gols 3-4,0.3574671497256729,Alta
37,2026-11-29,Sao Paulo x Remo,"Mais de 0,5 gol",0.9321905429094959,Alta,Multi-gols 1-3,0.6523071756389012,Alta,"Menos de 2,5 gols",0.5003514133015095,Alta,Multi-gols 3-4,0.36660368419743633,Alta
37,2026-11-29,Vitoria x Santos,"Mais de 0,5 gol",0.9164545732553394,Alta,Casa ou empate (1X),0.6667768861857672,Alta,Ambas marcam - NÃO,0.5010903959797568,Média,Vitória do visitante,0.3332231138142329,Alta
38,2026-12-02,Athletico-PR x Sao Paulo,"Mais de 0,5 gol",0.896922025676009,Alta,"Mais de 8,5 escanteios",0.6682276039621582,Média,Multi-gols 1-2,0.5042116277205585,Alta,Multi-gols 0-1,0.3422428625572131,Alta
38,2026-12-02,Bahia x Atletico-MG,"Mais de 0,5 gol",0.9246019666625235,Alta,Multi-gols 1-3,0.6680367944094698,Alta,Ambas marcam - SIM,0.5142195079962751,Média,Multi-gols 3-4,0.3551602792565986,Alta
38,2026-12-02,Bragantino x Fluminense,"Mais de 0,5 gol",0.9111292988712387,Alta,"Mais de 4,5 cartões",0.6673131169336362,Média,"Mais de 5,5 cartões",0.5094991775272131,Média,Multi-gols 3-4,0.33491086560360694,Alta
38,2026-12-02,Cruzeiro x Internacional,"Mais de 0,5 gol",0.8995577169225026,Alta,"Mais de 1,5 gols",0.6638701636620854,Alta,Multi-gols 1-2,0.49995179836559683,Alta,Multi-gols 0-1,0.33612983633791443,Alta
38,2026-12-02,Flamengo RJ x Chapecoense-SC,"Mais de 0,5 gol",0.9720276753583726,Alta,Multi-gols 1-4,0.6872782585108645,Alta,Multi-gols 1-3,0.49703375605066796,Alta,Multi-gols 0-2,0.31092717025590394,Alta
38,2026-12-02,Gremio x Mirassol,"Mais de 0,5 gol",0.9339745624239622,Alta,"Mais de 8,5 escanteios",0.6652370213477454,Média,"Mais de 2,5 gols",0.5054729355534293,Alta,Vitória do visitante,0.31684372977113545,Alta
38,2026-12-02,Palmeiras x Coritiba,"Mais de 0,5 gol",0.9571496416789178,Alta,"Mais de 9,5 escanteios",0.687264845121059,Média,Multi-gols 3-5,0.5077811812545212,Alta,Multi-gols 1-2,0.35178009930636434,Alta
38,2026-12-02,Remo x Corinthians,"Mais de 0,5 gol",0.9185333186306537,Alta,Multi-gols 2-5,0.6676667447838118,Alta,Ambas marcam - SIM,0.5052745167147659,Média,Multi-gols 3-4,0.3460302488099094,Alta
38,2026-12-02,Santos x Botafogo RJ,"Mais de 0,5 gol",0.9277312917598244,Alta,Multi-gols 1-3,0.6621548702678878,Alta,"Mais de 5,5 cartões",0.49089852254224997,Média,Vitória do visitante,0.3404297604615582,Alta
38,2026-12-02,Vasco x Vitoria,"Mais de 0,5 gol",0.9295836099563395,Alta,Multi-gols 1-3,0.6582102397057826,Alta,"Menos de 2,5 gols",0.5099744830289389,Alta,"Mais de 5,5 cartões",0.3623371796432202,Média
